name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,Defending,Physical_Mobility,Finishing_Attacking,Static_Physical_Reactivity,Technique_Creativity,Aggression_Aerial
Samu Castillejo,Samuel Castillejo Azuaga,1/18/1995,24,182.88,67.1,"RM,LM,CM",Spain,81,85,23000000.0,86000.0,Left,2,2,4,Lean,40800000.0,,,,,40.75,77.4,71.14285714285714,65.0,78.71428571428571,45.5
J. Brandt,Julian Brandt,5/2/1996,22,185.42,83.9,"LM,RM,CAM",Germany,81,88,25000000.0,63000.0,Right,2,4,4,Lean,47500000.0,Germany,85.0,SUB,10.0,27.75,79.0,69.14285714285714,70.66666666666667,78.85714285714286,42.0
N. Pépé,Nicolas Pépé,5/29/1995,23,182.88,73.0,"RM,RW,ST",Ivory Coast,80,88,22000000.0,35000.0,Left,1,3,4,Lean,46200000.0,,,,,26.25,85.6,75.42857142857143,69.33333333333333,77.0,50.0
S. Bergwijn,Steven Bergwijn,10/8/1997,21,152.4,78.0,"LW,RW",Netherlands,80,86,20500000.0,18000.0,Right,1,2,4,Stocky,32800000.0,Netherlands,81.0,SUB,22.0,33.5,84.6,70.42857142857143,73.66666666666667,75.57142857142857,49.5
A. Onana,André Onana,4/2/1996,22,187.96,93.0,GK,Cameroon,80,85,14500000.0,14000.0,Right,2,3,1,Stocky,21400000.0,Cameroon,75.0,GK,1.0,14.75,57.2,18.142857142857142,75.0,37.57142857142857,24.5
F. Balbuena,Fabián Balbuena,8/23/1991,27,187.96,84.8,CB,Paraguay,80,83,15500000.0,80000.0,Right,1,3,2,Normal,30600000.0,,,,,80.0,56.2,32.57142857142857,78.0,60.0,82.0
André Silva,André Miguel Valente da Silva,11/6/1995,23,185.42,78.9,ST,Portugal,80,87,21000000.0,89000.0,Right,2,3,4,Normal,,Portugal,82.0,SUB,23.0,39.5,76.2,69.71428571428571,79.66666666666667,71.85714285714286,76.5
Oyarzabal,Mikel Oyarzabal Ugarte,4/21/1997,21,154.94,78.0,"LW,LM,RW",Spain,80,87,21000000.0,29000.0,Left,1,3,3,Lean,48300000.0,,,,,35.25,71.8,70.42857142857143,66.0,77.71428571428571,43.0
Everton Andrão,Everton Jorge Andrade Zanon,2/29/1984,35,152.4,74.8,"CDM,CM",Brazil,80,80,4500000.0,34000.0,Right,1,4,2,Stocky,8500000.0,Brazil,81.0,CDM,6.0,79.25,76.2,59.42857142857143,72.0,74.0,70.0
Welington Dano,Welington Kauê Dano Nascimento,2/29/1988,31,152.4,68.9,"LB,LM",Brazil,80,80,10500000.0,34000.0,Left,1,4,4,Lean,20000000.0,Brazil,81.0,LB,5.0,76.25,82.2,59.857142857142854,73.0,73.71428571428571,69.0
Richarlison,Richarlison de Andrade,5/10/1997,21,154.94,71.2,"ST,LW,LM",Brazil,80,86,21000000.0,84000.0,Right,1,5,4,Normal,44100000.0,,,,,40.25,79.8,70.14285714285714,78.33333333333333,75.42857142857143,78.5
Odriozola,Álvaro Odriozola Arzalluz,12/14/1995,23,175.26,66.2,RB,Spain,80,88,18500000.0,115000.0,Right,1,3,3,Lean,41600000.0,,,,,79.25,79.8,54.42857142857143,70.33333333333333,69.0,68.0
Carlos Soler,Carlos Soler Barragán,1/2/1997,22,154.94,76.2,"RM,CM",Spain,80,87,21000000.0,31000.0,Right,1,4,4,Lean,48300000.0,,,,,62.25,75.6,73.28571428571429,68.0,79.85714285714286,52.5
H. Aouar,Houssem Aouar,6/30/1998,20,175.26,69.9,"CM,LM",France,80,90,23500000.0,51000.0,Right,1,4,4,Lean,49400000.0,,,,,64.25,79.8,68.57142857142857,66.66666666666667,79.28571428571429,61.5
T. Ndombele,Tanguy NDombèlé Alvaro,12/28/1996,22,154.94,76.2,"CM,CDM",France,80,89,22500000.0,51000.0,Right,1,3,4,Normal,47300000.0,France,84.0,SUB,17.0,70.25,81.0,64.0,73.66666666666667,82.14285714285714,68.5
M. Gómez,Maximiliano Gómez,8/14/1996,22,185.42,83.9,ST,Uruguay,80,85,20500000.0,25000.0,Right,1,3,4,Normal,44600000.0,Uruguay,81.0,SUB,18.0,24.75,59.0,72.57142857142857,76.66666666666667,71.85714285714286,73.0
Joaquín,Joaquín Sánchez Rodríguez,7/21/1981,37,152.4,74.8,"LM,ST,RM",Spain,81,81,6000000.0,24000.0,Right,2,3,4,Normal,12600000.0,,,,,40.5,67.2,77.57142857142857,60.0,82.0,56.0
J. Mathieu,Jérémy Mathieu,10/29/1983,35,187.96,83.9,CB,France,81,81,5500000.0,18000.0,Left,3,2,2,Normal,11000000.0,,,,,83.5,63.0,68.28571428571429,76.0,70.14285714285714,76.0
J. Matip,Joël Andre Job Matip,8/8/1991,27,193.04,89.8,CB,Cameroon,80,82,15000000.0,99000.0,Right,2,2,2,Lean,28900000.0,,,,,81.25,59.8,44.57142857142857,73.66666666666667,71.14285714285714,78.5
S. Aurier,Serge Aurier,12/24/1992,26,175.26,76.2,"RB,RWB",Ivory Coast,80,83,15500000.0,82000.0,Right,2,3,3,Normal,29800000.0,Côte d'Ivoire,75.0,RB,17.0,79.25,76.6,56.285714285714285,83.0,74.57142857142857,80.5
J. Guilavogui,Josuha Guilavogui,9/19/1990,28,187.96,77.1,"CDM,CM",France,80,81,14000000.0,49000.0,Right,2,3,2,Lean,24900000.0,,,,,81.75,63.4,52.857142857142854,79.0,72.85714285714286,83.0
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,8/15/1993,25,175.26,69.9,"CM,RM",England,80,85,19500000.0,94000.0,Right,2,4,4,Stocky,37500000.0,,,,,68.75,84.0,69.14285714285714,73.0,80.14285714285714,58.0
M. Ryan,Mathew Ryan,4/8/1992,26,182.88,82.1,GK,Australia,80,83,13000000.0,43000.0,Right,1,4,1,Normal,25700000.0,Australia,73.0,GK,1.0,17.5,48.4,16.285714285714285,73.0,41.285714285714285,25.0
V. Aboubakar,Vincent Paté Aboubakar,1/22/1992,27,182.88,82.1,ST,Cameroon,80,81,17500000.0,19000.0,Right,3,3,5,Normal,36300000.0,FC Porto,81.0,SUB,9.0,29.75,75.2,77.0,79.66666666666667,78.85714285714286,77.0
L. Muriel,Luis Fernando Muriel Fruto,4/16/1991,27,152.4,78.9,ST,Colombia,80,81,17500000.0,24000.0,Right,2,4,4,Stocky,,Colombia,79.0,SUB,13.0,22.0,82.8,72.85714285714286,72.66666666666667,75.14285714285714,57.5
D. Vida,Domagoj Vida,4/29/1989,29,182.88,76.2,"CB,RB",Croatia,80,80,11500000.0,55000.0,Right,3,3,2,Lean,21900000.0,,,,,82.0,70.6,38.857142857142854,77.0,61.0,81.0
Ibai Gómez,Ibai Gómez Pérez,11/11/1989,29,152.4,72.1,"RM,RW,LM",Spain,80,80,15000000.0,31000.0,Right,1,5,3,Normal,31500000.0,,,,,57.75,77.6,77.42857142857143,69.0,78.28571428571429,55.0
Cristian Tello,Cristian Tello Herrera,8/19/1991,27,152.4,64.9,"LM,RM",Spain,80,80,16000000.0,30000.0,Right,2,4,4,Lean,33600000.0,,,,,36.0,83.0,71.85714285714286,67.33333333333333,76.28571428571429,47.5
Ismaily,Ismaily Gonçalves dos S.,1/11/1990,29,152.4,82.1,LB,Brazil,80,80,11500000.0,1000.0,Left,1,2,4,Stocky,24200000.0,,,,,76.25,81.2,62.285714285714285,71.66666666666667,76.71428571428571,61.0
A. Mandi,Aïssa Mandi,10/22/1991,27,182.88,78.0,CB,Algeria,80,83,15500000.0,27000.0,Right,1,3,2,Lean,33700000.0,,,,,82.25,69.4,51.0,78.0,69.71428571428571,76.0
C. Tătăruşanu,Anton Ciprian Tătărușanu,2/9/1986,33,195.58,86.2,GK,Romania,80,80,8500000.0,25000.0,Right,2,3,1,Lean,16200000.0,Romania,72.0,GK,12.0,16.25,45.6,12.714285714285714,71.0,30.857142857142858,24.0
J. Murillo,Jeison Fabián Murillo Cerón,5/27/1992,26,182.88,78.0,CB,Colombia,80,84,16000000.0,38000.0,Right,2,2,2,Normal,,Colombia,79.0,LCB,22.0,80.0,74.4,37.0,80.66666666666667,63.857142857142854,82.0
E. Dier,Eric Dier,1/15/1994,25,187.96,89.8,"CDM,CB,CM",England,80,84,16500000.0,73000.0,Right,2,3,2,Normal,31800000.0,England,82.0,CDM,4.0,81.75,59.6,61.714285714285715,81.33333333333333,73.71428571428571,86.5
J. Butland,Jack Butland,3/10/1993,25,195.58,94.8,GK,England,80,85,14000000.0,39000.0,Right,2,3,1,Normal,27700000.0,England,82.0,SUB,13.0,18.5,51.6,17.857142857142858,76.0,36.857142857142854,26.0
S. Sorrentino,Stefano Sorrentino,3/28/1979,39,185.42,84.8,GK,Italy,80,80,1000000.0,10000.0,Right,2,3,1,Normal,1800000.0,,,,,18.25,40.4,13.714285714285714,71.66666666666667,32.142857142857146,16.0
W. Rooney,Wayne Mark Rooney,10/24/1985,33,175.26,83.0,ST,England,80,80,12000000.0,13000.0,Right,4,4,3,Stocky,18000000.0,,,,,52.0,69.4,81.57142857142857,78.0,81.42857142857143,78.0
Moyá,Miguel Ángel Moyá Rumbo,4/2/1984,34,187.96,83.0,GK,Spain,80,80,6000000.0,26000.0,Right,2,2,1,Normal,12600000.0,,,,,13.5,42.6,12.714285714285714,64.33333333333333,36.0,17.0
L. López,Lisandro López,3/2/1983,36,175.26,72.1,ST,Argentina,80,80,7000000.0,23000.0,Right,2,4,4,Normal,9800000.0,,,,,44.75,80.2,78.42857142857143,78.66666666666667,76.14285714285714,70.0
J. Mascherano,Javier Alejandro Mascherano,6/8/1984,34,175.26,73.0,"CDM,CB",Argentina,80,80,4500000.0,20000.0,Right,4,3,2,Normal,9700000.0,,,,,81.5,71.4,53.142857142857146,77.0,73.85714285714286,77.0
Raffael,Raffael Caetano de Araújo,3/28/1985,33,175.26,68.9,"CF,ST",Brazil,80,80,9500000.0,39000.0,Right,2,4,4,Lean,16200000.0,,,,,40.25,71.6,77.85714285714286,71.0,81.14285714285714,64.5
Diego López,Diego López Rodríguez,11/3/1981,37,195.58,88.9,GK,Spain,80,80,2000000.0,17000.0,Right,3,3,1,Lean,4200000.0,,,,,14.75,44.6,12.857142857142858,70.66666666666667,31.714285714285715,23.0
Juanfran,Juan Francisco Torres Belén,1/9/1985,34,154.94,71.2,RB,Spain,80,80,5500000.0,53000.0,Right,3,3,3,Lean,11300000.0,,,,,78.0,74.8,61.285714285714285,74.66666666666667,72.85714285714286,68.5
I. Denisov,Igor Denisov,5/17/1984,34,175.26,69.9,CDM,Russia,80,80,4500000.0,1000.0,Right,2,3,3,Normal,9400000.0,,,,,78.75,74.0,60.857142857142854,70.0,75.57142857142857,75.5
I. Akinfeev,Igor Akinfeev,4/8/1986,32,185.42,78.0,GK,Russia,80,80,8500000.0,1000.0,Right,3,3,1,Normal,18700000.0,Russia,77.0,GK,1.0,15.25,46.8,12.714285714285714,68.33333333333333,33.142857142857146,21.0
A. Gignac,André-Pierre Gignac,12/5/1985,33,187.96,91.2,ST,France,80,80,12000000.0,70000.0,Right,3,3,3,Stocky,19200000.0,,,,,37.0,67.0,78.0,80.0,74.28571428571429,79.0
A. Granqvist,Andreas Granqvist,4/16/1985,33,193.04,83.9,CB,Sweden,80,80,,,Right,2,4,2,Normal,,,,,,81.5,50.6,50.857142857142854,74.33333333333333,64.71428571428571,81.0
Manuel Fernandes,Manuel Henrique Tavares Fernandes,2/5/1986,33,175.26,74.8,"LM,CAM",Portugal,80,80,11500000.0,1000.0,Right,2,4,4,Normal,24200000.0,,,,,66.75,77.8,74.0,73.66666666666667,79.42857142857143,65.0
Dante,Dante Bonfim da Costa Santos,10/18/1983,35,187.96,84.8,CB,Brazil,80,80,4500000.0,37000.0,Left,3,4,2,Normal,8500000.0,,,,,80.25,51.4,49.714285714285715,74.0,69.28571428571429,77.0
L. Perrin,Loïc Perrin,8/7/1985,33,154.94,79.8,CB,France,80,80,8500000.0,37000.0,Right,2,3,2,Normal,16200000.0,,,,,81.5,65.0,56.57142857142857,78.33333333333333,70.57142857142857,79.0
Borja Valero,Borja Valero Iglesias,1/12/1985,34,175.26,73.0,"CAM,CDM",Spain,80,80,9000000.0,69000.0,Right,3,4,4,Normal,15300000.0,,,,,65.75,65.2,71.71428571428571,71.33333333333333,83.28571428571429,56.0
A. Januzaj,Adnan Januzaj,2/5/1995,24,185.42,76.2,"RW,RM",Belgium,79,85,17500000.0,32000.0,Left,1,4,4,Lean,40300000.0,Belgium,85.0,SUB,23.0,27.5,76.8,70.0,65.33333333333333,78.28571428571429,41.5
J. Hector,Jonas Hector,5/27/1990,28,185.42,74.8,"LB,CDM",Germany,79,79,10000000.0,26000.0,Left,3,3,3,Normal,15000000.0,Germany,85.0,LWB,3.0,78.75,73.6,60.57142857142857,74.0,74.57142857142857,71.0
M. Dabbur,Moanes Dabour,5/14/1992,26,182.88,76.2,ST,Israel,79,81,15500000.0,47000.0,Right,2,4,4,Normal,24400000.0,,,,,26.25,75.8,73.85714285714286,81.66666666666667,71.14285714285714,57.0
Óliver Torres,Óliver Torres Muñoz,11/10/1994,24,175.26,63.0,CM,Spain,79,84,16500000.0,15000.0,Right,3,4,3,Normal,34200000.0,,,,,65.25,74.2,68.42857142857143,59.333333333333336,79.14285714285714,55.0
Y. Bounou,Yassine Bounou,4/5/1991,27,193.04,78.0,GK,Morocco,79,82,10500000.0,26000.0,Left,1,3,1,Lean,22800000.0,,,,,16.25,36.2,15.857142857142858,65.0,36.714285714285715,19.5
J. Hofmann,Jonas Hofmann,7/14/1992,26,175.26,69.9,"CAM,RM,LM",Germany,79,80,15000000.0,32000.0,Right,2,4,3,Lean,26600000.0,,,,,47.5,78.2,69.28571428571429,66.66666666666667,75.14285714285714,41.5
Otávio,Otávio Edmilson da Silva Monteiro,2/9/1995,24,172.72,71.2,"RM,CAM,CM",Brazil,79,85,17500000.0,15000.0,Right,1,3,4,Normal,38500000.0,,,,,41.5,77.2,70.28571428571429,63.666666666666664,77.71428571428571,64.5
Jonny,Jonathan Castro Otto,3/3/1994,25,170.18,69.9,LWB,Spain,79,83,13500000.0,59000.0,Right,2,3,4,Normal,26700000.0,,,,,79.75,77.6,51.285714285714285,70.33333333333333,70.14285714285714,76.0
L. Dendoncker,Leander Dendoncker,4/15/1995,23,187.96,88.0,"CDM,CB,CM",Belgium,79,85,14500000.0,20000.0,Right,2,4,2,Normal,,Belgium,85.0,SUB,20.0,77.0,67.0,67.28571428571429,75.66666666666667,76.71428571428571,76.0
R. Zobnin,Roman Zobnin,2/11/1994,25,182.88,74.8,"CDM,CM,LM",Russia,79,86,15000000.0,1000.0,Right,1,3,4,Lean,34500000.0,Russia,77.0,LDM,8.0,77.75,75.4,62.57142857142857,68.33333333333333,76.85714285714286,70.0
Ricardo Horta,Ricardo Jorge da Luz Horta,9/15/1994,24,172.72,63.0,LM,Portugal,79,84,17000000.0,16000.0,Right,1,3,3,Lean,35300000.0,,,,,41.5,80.6,75.28571428571429,62.666666666666664,75.57142857142857,57.5
Thiago Mendes,Thiago Henrique Mendes Ribeiro,3/15/1992,26,152.4,79.8,"CDM,CM,RM",Brazil,79,83,13500000.0,35000.0,Right,1,3,4,Normal,26700000.0,,,,,75.5,78.4,68.0,70.66666666666667,80.28571428571429,69.5
J. Lerma,Jefferson Andrés Lerma Solís,10/25/1994,24,152.4,69.9,"CDM,CM",Colombia,79,83,14000000.0,55000.0,Right,1,4,3,Lean,27700000.0,Colombia,79.0,SUB,2.0,80.0,78.2,62.0,77.33333333333333,73.14285714285714,74.0
J. Gbamin,Jean-Philippe Gbamin,9/25/1995,23,185.42,83.0,"CDM,CM,CB",Ivory Coast,79,84,14500000.0,26000.0,Right,1,3,3,Normal,25700000.0,,,,,77.25,75.6,54.714285714285715,78.66666666666667,75.71428571428571,78.0
I. Marcone,Iván Marcone,6/3/1990,28,182.88,83.0,CDM,Argentina,79,80,11500000.0,27000.0,Right,1,3,3,Normal,17000000.0,,,,,75.25,58.8,56.714285714285715,66.33333333333333,74.71428571428571,78.5
D. Benedetto,Darío Benedetto,5/17/1990,28,152.4,79.8,ST,Argentina,79,79,13000000.0,32000.0,Right,2,5,3,Normal,18200000.0,,,,,30.75,77.6,74.0,78.66666666666667,72.42857142857143,70.5
M. Hitz,Marwin Hitz,9/18/1987,31,193.04,88.9,GK,Switzerland,79,79,8000000.0,41000.0,Right,2,3,1,Normal,13600000.0,,,,,16.25,39.4,18.142857142857142,72.33333333333333,25.571428571428573,21.5
N. Clyne,Nathaniel Edwin Clyne,4/5/1991,27,175.26,67.1,RB,England,79,80,11500000.0,94000.0,Right,2,2,3,Normal,,,,,,80.0,77.0,55.57142857142857,70.33333333333333,72.57142857142857,72.0
A. Ljajić,Adem Ljajić,9/29/1991,27,182.88,73.9,"CAM,LW",Serbia,79,80,15000000.0,49000.0,Right,2,4,4,Lean,,,,,,35.25,77.0,76.0,65.0,78.42857142857143,46.0
J. Guðmundsson,Johann  Berg Guðmunds­son,10/27/1990,28,152.4,77.1,"RM,LM",Iceland,79,79,13000000.0,61000.0,Left,1,4,4,Normal,24700000.0,Iceland,72.0,RM,7.0,60.0,78.0,73.71428571428571,75.0,78.42857142857143,65.0
Elkeson,Elkeson de Oliveira Cardoso,7/13/1989,29,154.94,77.1,"ST,CAM",Brazil,79,79,13000000.0,25000.0,Right,2,4,4,Stocky,28600000.0,,,,,44.5,78.4,77.28571428571429,76.0,76.28571428571429,73.5
Kike García,Enrique García Martínez,11/25/1989,29,185.42,78.9,ST,Spain,79,79,13000000.0,32000.0,Right,1,4,3,Normal,27300000.0,,,,,31.75,64.2,67.71428571428571,76.66666666666667,71.85714285714286,75.5
Escudero,Sergio Escudero Palomo,9/2/1989,29,175.26,72.1,"LB,LM",Spain,79,79,10000000.0,20000.0,Left,1,2,3,Lean,21000000.0,,,,,79.25,76.6,63.0,73.66666666666667,72.85714285714286,71.5
Herrerín,Iago Herrerín Buisán,1/25/1988,31,187.96,94.8,GK,Spain,79,79,8000000.0,21000.0,Right,1,3,1,Normal,16800000.0,,,,,16.75,46.6,16.0,73.33333333333333,28.0,25.5
Víctor Ruiz,Víctor Ruíz Torre,1/25/1989,30,185.42,78.0,CB,Spain,79,79,10000000.0,35000.0,Left,2,2,2,Normal,21000000.0,,,,,80.25,60.0,44.57142857142857,77.66666666666667,64.28571428571429,79.0
G. Medel,Gary Alexis Medel Soto,8/3/1987,31,170.18,64.9,"CDM,CB",Chile,79,79,9500000.0,50000.0,Right,3,4,3,Stocky,18100000.0,Chile,77.0,RCB,17.0,78.75,79.2,49.142857142857146,81.66666666666667,71.0,78.5
Y. Belhanda,Younès Belhanda,2/25/1990,29,152.4,74.8,"CAM,LW",Morocco,79,79,12500000.0,65000.0,Right,2,4,4,Normal,23800000.0,,,,,56.25,78.8,75.42857142857143,73.0,78.42857142857143,71.0
Hugo Mallo,Hugo Mallo Novegil,6/22/1991,27,175.26,72.1,RB,Spain,79,79,10500000.0,26000.0,Right,2,3,3,Normal,22100000.0,,,,,78.25,75.2,40.0,77.0,70.85714285714286,70.5
Borja García,Borja García Freire,11/2/1990,28,175.26,72.1,"LM,CM",Spain,79,79,13000000.0,35000.0,Right,1,3,3,Normal,27300000.0,,,,,60.5,75.4,67.71428571428571,70.33333333333333,75.71428571428571,52.5
W. Khazri,Wahbi Khazri,2/8/1991,28,175.26,82.1,"ST,CF,CAM,LM",Tunisia,79,79,13500000.0,41000.0,Right,1,4,4,Stocky,25700000.0,,,,,42.5,73.6,78.0,63.666666666666664,78.57142857142857,64.5
P. Jones,Phil Jones,2/21/1992,27,185.42,71.2,CB,England,79,80,12000000.0,110000.0,Right,2,3,2,Normal,23700000.0,,,,,79.25,57.6,46.0,79.33333333333333,64.28571428571429,82.0
A. Finnbogason,Alfreð Finnbogason,2/1/1989,30,182.88,79.8,ST,Iceland,79,79,12500000.0,35000.0,Right,2,4,3,Normal,22500000.0,Iceland,72.0,ST,11.0,29.0,68.8,74.57142857142857,75.33333333333333,74.42857142857143,65.5
Vinícius Júnior,Vinícius José de Oliveira Júnior,7/12/2000,18,175.26,73.0,"LW,RW",Brazil,78,92,20500000.0,70000.0,Right,1,4,5,Lean,54800000.0,,,,,25.25,88.4,69.85714285714286,69.33333333333333,74.85714285714286,49.0
Junior Firpo,Héctor Junior Firpo Adamés,8/22/1996,22,182.88,74.8,"LWB,LB,CB,LM",Spain,78,85,12500000.0,17000.0,Left,1,3,3,Normal,28800000.0,,,,,75.5,74.2,57.714285714285715,70.0,69.85714285714286,64.5
E. Belözoğlu,Emre Belözoğlu,9/7/1980,38,170.18,72.1,"CM,CDM",Turkey,79,79,4000000.0,23000.0,Left,2,4,4,Stocky,7600000.0,,,,,64.5,59.8,74.85714285714286,69.33333333333333,81.71428571428571,65.0
Fernando Torres,Fernando José Torres Sanz,3/20/1984,34,185.42,78.9,ST,Spain,79,79,6500000.0,9000.0,Right,3,4,3,Normal,8100000.0,,,,,24.75,65.8,75.0,74.0,73.42857142857143,69.5
B. Schweinsteiger,Bastian Schweinsteiger,8/1/1984,34,182.88,78.9,"CDM,CB,CM",Germany,79,79,5000000.0,10000.0,Right,4,3,3,Normal,7500000.0,,,,,73.5,52.8,75.85714285714286,75.66666666666667,80.42857142857143,74.5
B. Yılmaz,Burak Yılmaz,7/15/1985,33,187.96,77.1,ST,Turkey,79,79,10000000.0,59000.0,Right,2,3,3,Lean,19000000.0,,,,,29.25,69.8,75.28571428571429,75.33333333333333,69.14285714285714,78.5
M. Gómez,Mario Gómez García,7/10/1985,33,187.96,88.9,ST,Germany,79,79,10000000.0,44000.0,Right,3,4,3,Normal,17000000.0,,,,,27.75,60.2,68.85714285714286,80.66666666666667,69.71428571428571,77.5
A. Young,Ashley Young,7/9/1985,33,175.26,64.9,"RB,LB",England,79,79,7000000.0,110000.0,Right,2,3,4,Lean,13300000.0,England,82.0,SUB,18.0,76.5,75.6,69.85714285714286,67.0,75.0,70.0
R. Babel,Ryan Guno Babel,12/19/1986,32,185.42,84.8,LW,Netherlands,79,79,11000000.0,70000.0,Right,3,3,4,Normal,20900000.0,Netherlands,81.0,LM,11.0,30.5,78.4,71.42857142857143,77.0,76.14285714285714,64.5
B. Costil,Benoît Costil,7/3/1987,31,187.96,88.0,GK,France,79,79,8000000.0,35000.0,Right,2,3,1,Normal,16000000.0,,,,,15.75,42.6,13.0,63.0,31.0,18.5
S. Kalou,Salomon Armand Magloire Kalou,8/5/1985,33,182.88,77.1,"LM,ST,RM",Ivory Coast,79,79,10000000.0,34000.0,Right,3,3,4,Lean,17000000.0,,,,,36.75,69.6,76.42857142857143,75.0,79.28571428571429,56.0
E. Lavezzi,Ezequiel Iván Lavezzi,5/3/1985,33,172.72,74.8,"ST,CAM",Argentina,79,79,8000000.0,22000.0,Right,3,4,4,Stocky,17200000.0,,,,,37.0,81.6,78.28571428571429,78.0,78.57142857142857,65.0
H. Ben Arfa,Hatem Ben Arfa,3/7/1987,32,152.4,73.9,"CAM,ST",France,79,79,11000000.0,38000.0,Left,3,4,5,Lean,20900000.0,,,,,28.75,73.4,74.57142857142857,69.66666666666667,79.71428571428571,53.5
B. Foster,Ben Foster,4/3/1983,35,193.04,89.8,GK,England,79,79,3000000.0,29000.0,Left,2,3,1,Normal,5700000.0,,,,,18.5,45.0,19.0,68.0,34.142857142857146,14.5
T. Heaton,Tom Heaton,4/15/1986,32,187.96,92.1,GK,England,79,79,7000000.0,45000.0,Right,2,3,1,Normal,13300000.0,,,,,17.0,51.4,14.285714285714286,70.66666666666667,33.714285714285715,23.5
Charles,Charles Dias De Oliveira,4/4/1984,34,152.4,74.8,ST,Brazil,79,79,6500000.0,31000.0,Right,1,3,4,Normal,13700000.0,,,,,28.75,69.0,75.28571428571429,80.66666666666667,71.0,72.5
G. Cahill,Gary Cahill,12/19/1985,33,193.04,88.0,CB,England,79,79,7000000.0,94000.0,Right,3,3,2,Normal,13000000.0,,,,,79.25,48.2,48.57142857142857,79.0,61.57142857142857,84.0
A. Iwobi,Alex Iwobi,5/3/1996,22,185.42,74.8,"LM,RM,LW",Nigeria,78,84,14000000.0,81000.0,Right,1,3,4,Normal,29400000.0,,,,,25.75,77.4,58.0,64.66666666666667,76.42857142857143,48.0
R. Loftus-Cheek,Ruben Loftus-Cheek,1/23/1996,23,190.5,88.0,"CM,LM",England,78,85,14500000.0,81000.0,Right,1,3,4,Normal,29700000.0,,,,,61.0,72.6,60.0,68.66666666666667,78.71428571428571,68.5
A. Selikhov,Alexandr Selikhov,4/7/1994,24,187.96,84.8,GK,Russia,78,82,9500000.0,1000.0,Right,1,4,1,Normal,20700000.0,,,,,19.0,38.0,15.857142857142858,66.66666666666667,36.142857142857146,19.0
J. Mojica,Johan Andrés Mojica Palacio,8/21/1992,26,185.42,73.0,"LWB,LM,LB",Colombia,78,81,10500000.0,28000.0,Left,1,2,3,Lean,22800000.0,,,,,74.0,76.8,63.42857142857143,71.0,74.14285714285714,65.0
W. Barrios,Wílmar Enrique Barrios Terán,10/16/1993,25,152.4,71.2,"CDM,CM",Colombia,78,83,,,Right,1,3,3,Lean,,,,,,79.75,77.6,35.0,77.33333333333333,67.42857142857143,71.5
C. Izquierdoz,Carlos Roberto Izquierdoz,11/3/1988,30,185.42,88.9,CB,Argentina,78,78,8000000.0,25000.0,Right,1,2,2,Normal,11200000.0,,,,,78.75,54.8,41.857142857142854,80.33333333333333,52.42857142857143,78.0
W. Benítez,Walter Benítez,1/19/1993,26,190.5,91.2,GK,Argentina,78,82,9500000.0,24000.0,Right,1,2,1,Normal,18800000.0,,,,,18.75,44.2,17.142857142857142,68.0,30.714285714285715,20.5
N. Maksimović,Nikola Maksimović,11/25/1991,27,193.04,87.1,CB,Serbia,78,81,11000000.0,54000.0,Right,2,3,2,Lean,19500000.0,,,,,79.5,60.8,26.571428571428573,74.66666666666667,52.57142857142857,78.5
A. Mitrović,Aleksandar Mitrović,9/16/1994,24,187.96,82.1,ST,Serbia,78,83,14000000.0,55000.0,Right,1,4,3,Stocky,27700000.0,,,,,19.0,64.6,66.71428571428571,83.0,68.57142857142857,87.0
M. Sportiello,Marco Sportiello,5/10/1992,26,193.04,87.1,GK,Italy,78,80,8500000.0,22000.0,Right,2,2,1,Lean,,,,,,21.25,47.2,17.285714285714285,69.33333333333333,30.571428571428573,20.5
Capa,Ander Capa Rodríguez,5/14/1992,26,175.26,74.8,RB,Spain,78,81,10500000.0,23000.0,Right,1,4,3,Stocky,22800000.0,,,,,74.75,84.2,59.0,76.66666666666667,71.85714285714286,73.5
Marcelo Goiano,Marcelo Augusto Ferreira Teixeira,10/13/1987,31,175.26,68.9,"RB,LB",Brazil,78,78,7500000.0,15000.0,Right,1,4,3,Lean,15000000.0,,,,,77.25,78.0,50.142857142857146,71.0,69.28571428571429,73.0
Y. Tielemans,Youri Tielemans,5/7/1997,21,175.26,72.1,"CM,CDM",Belgium,78,87,16000000.0,47000.0,Right,2,5,4,Normal,,Belgium,85.0,SUB,17.0,69.5,64.2,77.85714285714286,69.66666666666667,80.42857142857143,63.5
S. Lobotka,Stanislav Lobotka,11/25/1994,24,170.18,64.0,"CM,CDM",Slovakia,78,84,14000000.0,22000.0,Right,1,4,4,Normal,32200000.0,,,,,71.25,76.8,59.0,71.66666666666667,75.85714285714286,51.0
M. Philipp,Maximilian Philipp,3/1/1994,25,182.88,78.9,"ST,CF,LM,CAM",Germany,78,83,14000000.0,48000.0,Right,2,4,4,Lean,24900000.0,,,,,41.25,77.6,74.71428571428571,68.66666666666667,75.57142857142857,54.5
